Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
Thuja Capital VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,hello@thuja.com
NEA New Enterprise Ass... VC firm,USA Israel +1,N/A,3. Early Revenue,,hello@neanewenterpriseass.com
Greenwoods Asset Manag... VC firm,Hong Kong,N/A,N/A,,info@greenwoodsassetmanag.com
Clean Energy Ventures VC firm,N/A,N/A,N/A,,hello@cleanenergy.com
Power Generations Family office,USA,N/A,N/A,,contact@powergenerations.com
Distill Ventures Corporate VC,UK,N/A,N/A,,invest@distillcorporatevc.com
Curious Capital Corporate VC,Germany,N/A,N/A,,invest@curiouscorporatevc.com
CapitalG by Alphabet Corporate VC,USA,N/A,N/A,,gbyalphabetcorporatevc@gmail.com
Conor Venture Partners VC firm,N/A,N/A,N/A,,info@conorventurepartners.com
Scaleup Mediafund Other,Australia,min. $500k,N/A,,team@scaleupmediafundother.com
Potential Energy DC An... Angel network,N/A,N/A,N/A,,invest@potentialenergydcan.com
Citic Metal Corporate VC,China,N/A,N/A,,contact@citicmetalcorporatevc.com
Unicorn India Ventures VC firm,N/A,N/A,N/A,,unicornindia@gmail.com
Cassius Family Other,N/A,N/A,N/A,,cassiusfamilyother@hotmail.com
Prospect Venture Partn... VC firm,USA,min. $500k,3. Early Revenue,,invest@prospectventurepartn.com
Platform Advisory Part... Other,Australia,N/A,N/A,,hello@platformadvisorypartother.com
Ymer Venture Capital A... VC firm,Hong Kong,N/A,N/A,,ymerventurea@gmail.com
Providence Equity Part... VC firm,N/A,N/A,N/A,,invest@providenceequitypart.com
KEC Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@kec.com
Bitkraft Esports Ventu... Other,N/A,N/A,N/A,,contact@bitkraftesportsventuother.com
Firebrand Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@firebrand.com
Argonautic Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,argonautic@gmail.com
IT-Translation VC firm,France,N/A,3. Early Revenue,,contact@ittranslation.com
Revel Partners VC firm,N/A,N/A,N/A,,revelpartners@gmail.com
Texoma Angels Angel network,N/A,N/A,N/A,,invest@texomaangels.com
Active Partners VC firm,UK,N/A,N/A,,contact@activepartners.com
The Impact Engine Other,USA,N/A,N/A,,contact@theimpactengineother.com
Aegis Venture Funds VC firm,N/A,N/A,N/A,,contact@aegisventurefunds.com
Tekton Ventures VC firm,USA Israel +1,N/A,3. Early Revenue 4. Scaling,,invest@tekton.com
Startup Capital Ventur... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,startupventur@hotmail.com
Tamarisc Ventures VC firm,USA Canada,N/A,2. Prototype,,tamarisc@gmail.com
S2G Ventures VC firm,N/A,N/A,N/A,,contact@s2g.com
PoC Capital Family office,USA,N/A,N/A,,team@poc.com
Tullis Growth Fund VC firm,N/A,N/A,N/A,,team@tullisgrowthfund.com
Vega Ventures VC firm,Hong Kong,N/A,N/A,,contact@vega.com
McCune Capital VC firm,N/A,N/A,N/A,,contact@mccune.com
Primal Capital VC firm,Japan,N/A,N/A,,info@primal.com
Jaina Capital Other,France,N/A,N/A,,invest@jainaother.com
Vine Ventures VC firm,USA Israel +3,max. $10M,1. Idea or Patent 3. Early Revenue +2,"We invest in the earliest stages of software companies in US, LatAm, and Israel",team@vine.com
Silverton Partners Other,USA,N/A,N/A,,team@silvertonpartnersother.com
Cornerstone Angels Angel network,N/A,N/A,N/A,,cornerstoneangels@hotmail.com
BayernKapital VC firm,UK,N/A,N/A,,bayernkapital@hotmail.com
Emergent Medical Partn... VC firm,N/A,N/A,N/A,,info@emergentmedicalpartn.com
Kiraboshi Capital VC firm,Japan,N/A,N/A,,invest@kiraboshi.com
Fifty Years VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,invest@fiftyyears.com
RockPort Capital Other,USA,N/A,N/A,,rockportother@hotmail.com
Hovione Capital VC firm,Portugal,N/A,N/A,,hovione@gmail.com
The Whittemore Collect... Family office,USA,N/A,N/A,,thewhittemorecollect@hotmail.com
SR One by GSK Corporate VC,Israel USA +1,N/A,3. Early Revenue,,invest@sronebygskcorporatevc.com
North Sky Capital VC firm,N/A,N/A,N/A,,team@northsky.com
NKM Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,nkm@hotmail.com
Venture Israel VC firm,UK,N/A,N/A,,contact@ventureisrael.com
Mission Bay Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@missionbay.com
Apex Capital Partners Other,Australia,min. $5M,N/A,,hello@apexpartnersother.com
Marshall Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@marshall.com
Janvest Capital Partne... VC firm,Israel USA,N/A,3. Early Revenue,,invest@janvestpartne.com
EVC Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,evc@gmail.com
Mid-America Angels Angel network,N/A,N/A,N/A,,info@midamericaangels.com
The House Fund VC firm,N/A,N/A,N/A,,invest@thehousefund.com
iSource VC firm,N/A,N/A,N/A,,hello@isource.com
Pirate Ventures Family office,USA,N/A,N/A,,pirate@gmail.com
ZORA Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,zora@gmail.com
Sunbridge Partners VC firm,N/A,N/A,N/A,,sunbridgepartners@hotmail.com
Tekfen Ventures Corporate VC,USA,N/A,N/A,,tekfencorporatevc@hotmail.com
NEM Ventures VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,invest@nem.com
GrowthX VC firm,USA,N/A,N/A,,info@growthx.com
Lightspeed China Partn... VC firm,N/A,N/A,4. Scaling 5. Growth,,contact@lightspeedchinapartn.com
Glenrock Israel VC firm,Israel,N/A,3. Early Revenue,,contact@glenrockisrael.com
VR Ventures VC firm,UK,N/A,N/A,,contact@vr.com
Samsung Ventures Corporate VC,USA South Korea,N/A,3. Early Revenue 4. Scaling,,hello@samsungcorporatevc.com
Uniseed VC firm,Australia,N/A,N/A,,uniseed@hotmail.com
The Gogin Capital VC firm,Japan,N/A,N/A,,thegogin@gmail.com
Grape Arbor VC VC firm,N/A,N/A,N/A,,grapearborvc@gmail.com
Korelya Capital VC firm,France UK +4,min. $2M,5. Growth 6. Pre-IPO,"We invest in European Tech leaders, typically from Series B and onwards.",contact@korelya.com
Rev1 Ventures Corporate VC,USA,N/A,N/A,,contact@rev1corporatevc.com
Propagator Ventures VC firm,USA,N/A,2. Prototype 3. Early Revenue,,propagator@hotmail.com
Gambit Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@gambit.com
Oita Venture Capital VC firm,Japan,N/A,N/A,,contact@oitaventure.com
Revelis Capital Group Family office,USA,N/A,N/A,,revelis@gmail.com
Rothenberg Ventures VC firm,USA,N/A,3. Early Revenue,,team@rothenberg.com
Volo Earth Ventures VC firm,USA,N/A,N/A,"We invest in companies that generate quantifiable carbon benefit across four verticals: electricity, buildings,...",invest@voloearth.com
Future Industry Ventur... VC firm,UK,N/A,N/A,,invest@futureindustryventur.com
New York Angels Other,USA,N/A,N/A,,team@newyorkangelsother.com
"iExec Web3 Incubator Incubator, Accelerator",Argentina Canada +19,min. $1M,2. Prototype 3. Early Revenue +2,"We accelerate web3 startups that deeply care about privacy, trust and governance...",hello@iexecweb3ubatorubatoraccelerator.com
Vantec Angel Network Angel network,N/A,N/A,N/A,,invest@vantec.com
Z Corporation Corporate VC,Japan,N/A,N/A,,hello@zcorporationcorporatevc.com
Construtech Ventures Corporate VC,Brazil,N/A,N/A,,contact@construtechcorporatevc.com
Anorak Ventures Other,N/A,N/A,N/A,,contact@anorakother.com
"Pivotal Ventures Incubator, Accelerator",N/A,N/A,N/A,,invest@pivotalubatoraccelerator.com
George Town Capital Ma... VC firm,USA Austria +8,min. $25k,2. Prototype 3. Early Revenue +3,We invest in enterprise and consumer tech and tech-enabled companies at all stages. Strong preference for SaaS...,contact@georgetownma.com
Suez Ventures Corporate VC,France,min. $500k,3. Early Revenue,,suezcorporatevc@gmail.com
ClosedLoop Partners VC firm,USA,N/A,3. Early Revenue,,closedlooppartners@hotmail.com
Hewlett Packard Pathfi... Corporate VC,USA,N/A,N/A,,team@hewlettpackardpathficorporatevc.com
Cross Creek VC firm,USA Israel +1,N/A,3. Early Revenue,,info@crosscreek.com
Pymwymic VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,info@pymwymic.com
Learn Capital Other,USA,N/A,N/A,,learnother@hotmail.com
Walerud Ventures VC firm,Sweden,min. $100k,2. Prototype 3. Early Revenue,,walerud@hotmail.com
ATX Seed Ventures VC firm,N/A,N/A,N/A,,invest@atxseed.com
HealthX Ventures VC firm,N/A,N/A,N/A,,info@healthx.com
Kairos Ventures VC firm,N/A,N/A,N/A,,hello@kairos.com
ACE and Company VC firm,N/A,N/A,N/A,,info@aceand.com
Arboretum Ventures VC firm,N/A,N/A,4. Scaling 5. Growth,,invest@arboretum.com
Gratitude Railroad VC firm,N/A,N/A,N/A,,team@gratituderailroad.com
SeaChange Fund VC firm,N/A,N/A,N/A,,team@seachangefund.com
WillowWorks VC firm,USA,N/A,2. Prototype 3. Early Revenue,,invest@willowworks.com
Science Creates Ventur... VC firm,UK,N/A,N/A,,hello@sciencecreatesventur.com
"Grid110 Incubator, Accelerator",N/A,N/A,2. Prototype 3. Early Revenue,,contact@grid110ubatoraccelerator.com
Three Fish Capital VC firm,N/A,N/A,N/A,,invest@threefish.com
Cross Culture Venture ... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,crosscultureventure@hotmail.com
SummitVision Capital Family office,USA,N/A,N/A,,team@summitvision.com
Founders Co-Op VC firm,N/A,N/A,N/A,,info@founderscoop.com
Circulate Capital Other,N/A,N/A,N/A,,invest@circulateother.com
I2A VC firm,N/A,N/A,N/A,,i2a@gmail.com
Walden International Other,USA,N/A,N/A,,team@waldeninternationalother.com
Marker VC firm,N/A,N/A,N/A,,info@marker.com
Flagship Pioneering VC firm,USA,N/A,3. Early Revenue,,contact@flagshippioneering.com
Aligned Climate Capita... VC firm,USA Canada,max. $10M,4. Scaling 3. Early Revenue +1,"We invest in the people, companies, and real assets that are decarbonizing the global economy and its...",contact@alignedclimatecapita.com
The 13 Ventures Corporate VC,USA,N/A,N/A,,contact@the13corporatevc.com
Ulatan Global Investme... Family office,USA,N/A,N/A,,contact@ulatanglobalinvestme.com
Ringier Digital Ventur... Corporate VC,Switzerland,N/A,N/A,,team@ringierdigitalventurcorporatevc.com
Champel Capital VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,contact@champel.com
Bloomberg Beta Corporate VC,USA Israel +1,N/A,3. Early Revenue,,invest@bloombergbetacorporatevc.com
Bharat Innovation Fund VC firm,India,N/A,3. Early Revenue,,bharatinnovationfund@hotmail.com
Rakuten Capital Corporate VC,Japan,N/A,N/A,,hello@rakutencorporatevc.com
Portland Seed Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@portlandseedfund.com
1Up Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,1up@gmail.com
Van Wagoner Ventures VC firm,N/A,N/A,N/A,,contact@vanwagoner.com
Paladin Capital Group Other,USA,N/A,N/A,,paladinother@hotmail.com
USV Union Square Ventu... VC firm,USA France,N/A,3. Early Revenue 4. Scaling,,usvunionsquareventu@hotmail.com
Longwood Fund VC firm,N/A,N/A,N/A,,contact@longwoodfund.com
Israel Secondary Fund VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,team@israelsecondaryfund.com
Belle Capital USA Angel network,N/A,N/A,2. Prototype 3. Early Revenue,,contact@belleusa.com
Mir Ventures VC firm,USA,N/A,3. Early Revenue,,hello@mir.com
Allos Ventures VC firm,N/A,N/A,N/A,,allos@gmail.com
Lightspeed India Partn... VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,invest@lightspeedindiapartn.com
Energy Innovation Capi... VC firm,N/A,N/A,N/A,,team@energyinnovationcapi.com
Rotterdam Port Fund VC firm,Netherlands,N/A,2. Prototype 3. Early Revenue,,invest@rotterdamportfund.com
Foundry Group VC firm,USA Canada,N/A,2. Prototype 3. Early Revenue,,hello@foundry.com
Pallasite Ventures VC firm,USA Canada,N/A,N/A,,pallasite@hotmail.com
Force for Good Fund Family office,USA,N/A,N/A,,contact@forceforgoodfund.com
ClalTech VC firm,N/A,N/A,N/A,,claltech@gmail.com
Bits x Bites VC firm,Israel USA +2,N/A,3. Early Revenue,,contact@bitsxbites.com
Cowtown Angels Angel network,USA,N/A,N/A,We invest in technology companies that can benefit from the large knowledge base and expertise of our...,info@cowtownangels.com
DHVC VC firm,USA Israel +1,N/A,3. Early Revenue,,dhvc@gmail.com
Bahner Venture Capital Family office,USA,N/A,N/A,,contact@bahnerventure.com
FoodLab Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,foodlab@gmail.com
Wolf Aaron Risk Capita... Family office,USA,N/A,N/A,,wolfaaronriskcapita@hotmail.com
Innov8 Investments VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,innov8investments@gmail.com
Crazy4Media VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@crazy4media.com
Commerce VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@commercevc.com
Outpost Capital VC firm,USA China,N/A,3. Early Revenue,,team@outpost.com
3T Capital Other,France,min. $300k,3. Early Revenue,,hello@3tother.com
Robbins Venture Capita... Family office,USA,N/A,N/A,,info@robbinsventurecapita.com
CAV Angel Network Angel network,N/A,N/A,N/A,,info@cav.com
Telluride Venture Fund VC firm,N/A,N/A,N/A,,tellurideventurefund@hotmail.com
North First Ventures VC firm,N/A,N/A,3. Early Revenue 4. Scaling,,northfirst@hotmail.com
Cava Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@cava.com
Mobius Venture Capital Other,USA,N/A,N/A,,contact@mobiusventureother.com
Catapult Ventures (UK) VC firm,UK,min. $50k,3. Early Revenue,,catapultuk@gmail.com
Coronis Medical ventur... VC firm,USA,N/A,3. Early Revenue,,hello@coronismedicalventur.com
"Founder Institute Incubator, Accelerator",Germany USA +4,N/A,1. Idea or Patent 2. Prototype +2,We accelerate pre-seed technology startups in regional (general) and industry focused (vertical) programs in 100+...,founderinstituteubatoraccelerator@hotmail.com
Xplorer Capital VC firm,N/A,N/A,N/A,,contact@xplorer.com
Atlantic Bridge VC firm,USA Ireland,min. $5M,3. Early Revenue,,contact@atlanticbridge.com
Smash Ventures Other,N/A,N/A,N/A,,team@smashother.com
Verizon Ventures Corporate VC,USA,N/A,N/A,,hello@verizoncorporatevc.com
Finindus VC firm,Belgium,min. $500k,3. Early Revenue,,info@finindus.com
Eureka! Venture VC firm,UK,N/A,N/A,,info@eurekaventure.com
Black Founders VC firm,N/A,N/A,N/A,,blackfounders@gmail.com
Luminar Ventures Other,N/A,N/A,N/A,,luminarother@hotmail.com
Gumi Ventures VC firm,Japan,N/A,N/A,,gumi@hotmail.com
Wells Fargo Strategic ... Corporate VC,USA,N/A,N/A,,team@wellsfargostrategiccorporatevc.com
DBIC Ventures VC firm,Ireland,N/A,2. Prototype 3. Early Revenue +1,We invest in Seed to Series A-stage B2B software and MedTech companies in the Republic of Ireland. In addition to...,invest@dbic.com
Beyond Capital Fund VC firm,N/A,N/A,N/A,,beyondfund@gmail.com
Fulcrum Investing Family office,USA,N/A,N/A,,fulcruminvesting@gmail.com
Unlock Venture Partner... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,unlockventurepartner@hotmail.com
Alinda Capital Partner... Family office,USA,N/A,N/A,,hello@alindapartner.com
Swing Ventures Family office,USA,N/A,N/A,,hello@swing.com
ConsenSys Ventures VC firm,N/A,N/A,N/A,,invest@consensys.com
EnBW New Ventures Corporate VC,Germany,N/A,3. Early Revenue,,info@enbwnewcorporatevc.com
IDG Capital VC firm,USA Canada +1,N/A,3. Early Revenue,,idg@hotmail.com
Ignite Impact VC firm,N/A,N/A,N/A,,info@igniteimpact.com
B37 Ventures VC firm,USA,N/A,3. Early Revenue,,b37@hotmail.com
Aravaipa Ventures VC firm,N/A,N/A,N/A,,hello@aravaipa.com
Ginko Ventures VC firm,Switzerland France +1,N/A,3. Early Revenue 4. Scaling +1,,hello@ginko.com
Holson Asset Managemen... Family office,USA,N/A,N/A,,holsonassetmanagemen@gmail.com
Spring Ventures VC firm,N/A,N/A,5. Growth 6. Pre-IPO,,team@spring.com
Akula Energy Ventures VC firm,N/A,N/A,N/A,,akulaenergy@hotmail.com
Aristagora VC firm,UK,N/A,N/A,,info@aristagora.com
Radna Intellectual Ven... VC firm,USA,N/A,2. Prototype,,contact@radnaintellectualven.com
Next Investors by Cré... Corporate VC,USA Israel +1,N/A,3. Early Revenue,,nextinvestorsbycrécorporatevc@hotmail.com
Manchester Capital Man... Family office,USA,N/A,N/A,,info@manchesterman.com
Whiteboard Venture Par... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@whiteboardventurepar.com
Hokkaido Venture Capit... VC firm,Japan,N/A,N/A,,hokkaidoventurecapit@gmail.com
Ribbit Capital Other,USA,N/A,N/A,,ribbitother@hotmail.com
KKR VC firm,USA Israel +1,N/A,3. Early Revenue,,team@kkr.com
Berlin Technology Hold... VC firm,N/A,N/A,N/A,,info@berlintechnologyhold.com
Drads Capital VC firm,USA,N/A,N/A,,team@drads.com
Pegasus Tech Ventures Other,USA,N/A,N/A,,team@pegasustechother.com
Wellcome VC firm,Israel USA +2,N/A,3. Early Revenue 4. Scaling,,info@weome.com
Graph Ventures VC firm,USA Canada,N/A,3. Early Revenue,,graph@hotmail.com
Base Ventures VC firm,USA,N/A,2. Prototype 3. Early Revenue,,team@base.com
Hemi Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@hemi.com
Worcester Investments Family office,USA,N/A,N/A,,info@worcesterinvestments.com
Mingly Capital Corpora... VC firm,Hong Kong,N/A,N/A,,team@minglycorpora.com
Asia Pacific Capital VC firm,Hong Kong,N/A,N/A,,info@asiapacific.com
Saudi Aramco Energy Ve... Corporate VC,Saudi Arabia,N/A,N/A,,info@saudiaramcoenergyvecorporatevc.com
Danone Manifesto Ventu... Corporate VC,France USA,N/A,3. Early Revenue 4. Scaling,,info@danonemanifestoventucorporatevc.com
KTM Ventures VC firm,Australia,N/A,N/A,,team@ktm.com
NT Patrimoine et Finan... Family office,Italy,N/A,1. Idea or Patent 2. Prototype +2,,hello@ntpatrimoineetfinan.com
Radiant Venture Capita... VC firm,Hong Kong,N/A,N/A,,team@radiantventurecapita.com
Hardware Club VC VC firm,USA Japan +2,min. $100k,3. Early Revenue 2. Prototype,,info@hardwareclubvc.com
"Coventure Incubator, Accelerator",USA,N/A,1. Idea or Patent 2. Prototype +3,We accelerate companies in impact,coventureubatoraccelerator@hotmail.com
DFJ Esprit VC firm,N/A,N/A,N/A,,info@dfjesprit.com
Album VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,info@albumvc.com
Maine Angels Angel network,N/A,N/A,N/A,,maineangels@hotmail.com
Benchmark Capital Part... VC firm,USA France,N/A,3. Early Revenue 4. Scaling,,benchmarkpart@hotmail.com
Invesco VC firm,Canada Israel +1,N/A,N/A,,team@invesco.com
Ariadne Capital VC firm,N/A,N/A,N/A,,ariadne@gmail.com
OATV - O'Reilly AlphaT... VC firm,USA,N/A,N/A,,oatvoreillyalphat@hotmail.com
Innogy Innovation Hub Corporate VC,Germany,N/A,N/A,,innogyinnovationhubcorporatevc@hotmail.com
QED Investors Other,USA,N/A,N/A,,team@qedinvestorsother.com
Featheringill Capital Family office,USA,N/A,N/A,,featheringill@hotmail.com
Eldridge Industries Other,N/A,N/A,N/A,,eldridgeindustriesother@gmail.com
Sonder Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@sonder.com
Saskatchewan Capital N... Angel network,N/A,N/A,N/A,,team@saskatchewann.com
Deeptech Seed Fund VC firm,USA,min. $100k,2. Prototype,,deeptechseedfund@hotmail.com
Wisconsin Angel Networ... Angel network,N/A,N/A,N/A,,team@wisconsinangelnetwor.com
Gilde Healthcare VC firm,USA Belgium +5,N/A,3. Early Revenue,,hello@gildehealthcare.com
Transmedia Capital Other,USA,N/A,N/A,,team@transmediaother.com
Fitz Gate Ventures VC firm,N/A,N/A,N/A,,team@fitzgate.com
Sinewave Ventures VC firm,N/A,N/A,N/A,,hello@sinewave.com
Skip Capital VC firm,Australia,N/A,N/A,,contact@skip.com
CM-CIC Capital Privé VC firm,France,min. $800k,3. Early Revenue 4. Scaling,,cmcicprivé@hotmail.com
New Media Ventures Other,N/A,N/A,N/A,,newmediaother@hotmail.com
Dreamers VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@dreamers.com
Wellington Management VC firm,USA Israel +1,N/A,4. Scaling,,team@wellingtonmanagement.com
The Cove Fund VC firm,N/A,N/A,N/A,,info@thecovefund.com
Oval Partners VC firm,N/A,N/A,N/A,,team@ovalpartners.com
Adip VC VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,contact@adipvc.com
Arrowhead Innovation F... Angel network,N/A,N/A,N/A,,hello@arrowheadinnovationf.com
Bumble Fund Corporate VC,USA,N/A,N/A,,bumblefundcorporatevc@gmail.com
Mighty Capital VC firm,USA,N/A,N/A,,hello@mighty.com
Durable Partners VC firm,N/A,N/A,N/A,,info@durablepartners.com
Fresenius Medical Care... Corporate VC,USA Germany,N/A,3. Early Revenue,,invest@freseniusmedicalcarecorporatevc.com
Kodansya Corporate VC,Japan,N/A,N/A,,invest@kodansyacorporatevc.com
"XX Incubator, Accelerator",N/A,N/A,N/A,,xxubatoraccelerator@gmail.com
Rose Tech Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,rosetech@gmail.com
iSeed Ventures VC firm,China USA,N/A,2. Prototype 3. Early Revenue,,team@iseed.com
Main Sequence Ventures VC firm,Australia,min. $250k,N/A,,contact@mainsequence.com
Drakestar Partners VC firm,USA,N/A,3. Early Revenue,,drakestarpartners@gmail.com
White Star Capital VC firm,Canada USA +9,$5M to $20M,3. Early Revenue 4. Scaling,,contact@whitestar.com
"The Hague Tech Incubator, Accelerator",N/A,N/A,N/A,,contact@thehaguetechubatoraccelerator.com
Monstro Ventures VC firm,N/A,N/A,N/A,,monstro@gmail.com
True North Venture Par... VC firm,N/A,N/A,N/A,,invest@truenorthventurepar.com
Louisiana Funds VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@louisianafunds.com
Eshbol Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,eshbol@hotmail.com
Venrock VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,team@venrock.com
Astutia Ventures VC firm,N/A,N/A,N/A,,astutia@gmail.com
N29 Capital Partners Angel network,N/A,N/A,N/A,,invest@n29partners.com
Check24 Ventures Corporate VC,Germany,N/A,N/A,,contact@check24corporatevc.com
Samurai Incubate Israe... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@samuraiubateisrae.com
Zac Stern Solo angel,USA,max. $200k,1. Idea or Patent 2. Prototype +2,I invest in a variety of companies and don't have one specific field,zac@stern.com
De-Carceration Fund Other,N/A,N/A,N/A,,contact@decarcerationfundother.com
Capria Ventures Other,N/A,N/A,N/A,,capriaother@gmail.com
Vaizra Investments VC firm,N/A,N/A,N/A,,vaizrainvestments@gmail.com
Beyond Mobility VC firm,N/A,N/A,N/A,,contact@beyondmobility.com
Elysium Venture Capita... VC firm,China USA,N/A,3. Early Revenue,,hello@elysiumventurecapita.com
Seraph Group Angel network,N/A,N/A,N/A,,seraph@hotmail.com
MMG Capital Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue +1,,invest@mmg.com
NCT Ventures VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,invest@nct.com
Arkwright X Corporate VC,Norway,N/A,N/A,,invest@arkwrightxcorporatevc.com
TEL Venture Capital by... Corporate VC,USA,N/A,3. Early Revenue,,team@telventurebycorporatevc.com
Pejman Mar Ventures VC firm,N/A,N/A,N/A,,pejmanmar@gmail.com
Japan Post Corporate VC,Japan,N/A,N/A,,hello@japanpostcorporatevc.com
"Mountside Ventures Incubator, Accelerator",UK,N/A,4. Scaling,We accelerate pre-seed and seed companies.,invest@mountsideubatoraccelerator.com
AMV Asset Management V... Other,USA,N/A,N/A,,team@amvassetmanagementvother.com
1955 Capital VC firm,N/A,N/A,N/A,,team@1955.com
Prime Coalition VC firm,N/A,N/A,N/A,,info@primecoalition.com
West Loop Ventures VC firm,N/A,N/A,N/A,,westloop@hotmail.com
Development Capital VC firm,Ireland,min. $2M,3. Early Revenue,,hello@development.com
Three Bridges VC firm,N/A,N/A,N/A,,info@threebridges.com
Prairie Management Gro... Family office,USA,N/A,N/A,,prairiemanagementgro@hotmail.com
Kirin Holdings Corporate VC,Japan,N/A,N/A,,contact@kirinholdingscorporatevc.com
London Co-investment F... VC firm,N/A,N/A,N/A,,invest@londoncoinvestmentf.com
Business Growth Fund VC firm,N/A,N/A,N/A,,businessgrowthfund@gmail.com
CincyTech Other,USA,N/A,N/A,,team@cytechother.com
Surround Ventures VC firm,UK,N/A,2. Prototype 3. Early Revenue,,hello@surround.com
"Techstars Incubator, Accelerator",N/A,$20k to $12k,N/A,We accelerate founders around the world,techstarsubatoraccelerator@gmail.com
UnityVC VC firm,China,N/A,3. Early Revenue,,unityvc@gmail.com
Alexandria Venture Corporate VC,Israel USA +1,N/A,3. Early Revenue,,invest@alexandriaventurecorporatevc.com
Network Society Ventur... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@networksocietyventur.com
Lanzame Capital VC firm,N/A,N/A,N/A,,contact@lanzame.com
Altair Capital VC firm,USA Israel +1,N/A,2. Prototype 3. Early Revenue,,invest@altair.com
BnkToTheFuture​ VC firm,Hong Kong,N/A,N/A,,hello@bnktothefuture.com
WPP Ventures Corporate VC,UK,N/A,N/A,,team@wppcorporatevc.com
Rubio Impact Ventures VC firm,Netherlands UK,N/A,N/A,,hello@rubioimpact.com
Schema Capital VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,contact@schema.com
The Engine VC firm,USA,N/A,3. Early Revenue,,team@theengine.com
Flora Family Foundatio... Family office,USA,N/A,N/A,,hello@florafamilyfoundatio.com
Silicon Valley Connect VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,hello@siliconvalleyconnect.com
Kosch Capital Manageme... VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,team@koschmanageme.com
Liav Fund VC firm,N/A,N/A,2. Prototype 3. Early Revenue,,liavfund@gmail.com
Manutara Ventures VC firm,Chile,N/A,N/A,,info@manutara.com
Giant Leap Fund VC firm,Australia,$100k to $1M,2. Prototype 3. Early Revenue +2,,giantleapfund@hotmail.com
Venture United VC firm,Japan,N/A,N/A,,ventureunited@gmail.com
Moelis Australia Growt... Other,Australia USA +2,N/A,N/A,,contact@moelisaustraliagrowtother.com
StarCom Group​ VC firm,Hong Kong,N/A,N/A,,team@starcom.com
New Leaf Venture Partn... VC firm,USA,N/A,2. Prototype 3. Early Revenue,,info@newleafventurepartn.com
Nima Capital Family office,USA,N/A,N/A,,nima@gmail.com
Aquiti Gestion Other,France,N/A,N/A,,info@aquitigestionother.com
Baltimore Angels Angel network,N/A,N/A,N/A,,info@baltimoreangels.com
Alliance Entreprendre VC firm,France,min. $1M,3. Early Revenue 4. Scaling,,hello@allianceentreprendre.com
Calvert Impact Capital Other,N/A,N/A,N/A,,calvertimpactother@hotmail.com
InCube Ventures VC firm,N/A,N/A,N/A,,team@ube.com
Atlantic Internet VC firm,N/A,N/A,N/A,,info@atlanticinternet.com
CCV Claremont Creek Ve... Other,USA,N/A,N/A,,ccvclaremontcreekveother@gmail.com
